1er lot;Code commune;Code departement;Code postal;Code type local;Code voie;Commune;Date mutation;Nature mutation;No disposition;No plan;No voie;Nombre de lots;Nombre pieces principales;Prefixe de section;Section;Surface reelle bati;Type de voie;Type local;Valeur fonciere;Voie;Annee
;199;33;33470;;0740;GUJAN MESTRAS;17/11/2020;Vente;2;719;17;0;;;BS;;RUE;;357000;DU PORT;2020
;199;33;33470;;0740;GUJAN MESTRAS;17/11/2020;Vente;2;721;17;0;;;BS;;RUE;;357000;DU PORT;2020
22;199;33;33470;;0810;GUJAN MESTRAS;13/11/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;276000;SAINTE MARIE;2020
2;199;33;33470;;0810;GUJAN MESTRAS;13/11/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;276000;SAINTE MARIE;2020
21;199;33;33470;;0810;GUJAN MESTRAS;13/11/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;276000;SAINTE MARIE;2020
;199;33;33470;1;0564;GUJAN MESTRAS;23/11/2020;Vente;1;353;8;0;5;;CX;120;ALL;Maison;620000;NICOLAS BOILEAU;2020
;199;33;33470;1;0660;GUJAN MESTRAS;03/11/2020;Vente;1;152;19;0;3;;BS;40;ALL;Maison;243000;DE LA PELOUSE;2020
;527;33;33470;;0044;LE TEICH;20/11/2020;Vente;1;249;;0;;;BV;;AV;;210000;DE CAMPS;2020
;527;33;33470;1;A037;LE TEICH;06/11/2020;Vente;1;1;6;0;4;;BN;84;LOT;Maison;380000;LES ORCHIDEES;2020
;527;33;33470;1;0315;LE TEICH;17/11/2020;Vente;1;70;8;0;5;;BO;148;RUE;Maison;650000;DES PINS;2020
;527;33;33470;1;0029;LE TEICH;12/11/2020;Vente;1;380;39;0;7;;BP;200;RUE;Maison;530000;DE BOULANGE;2020
;199;33;33470;1;0810;GUJAN MESTRAS;29/10/2020;Vente;1;457;170;0;3;;DC;64;AV;Maison;135000;SAINTE MARIE;2020
;199;33;33470;;A008;GUJAN MESTRAS;06/11/2020;Vente;2;459;5;0;;;CT;;LOT;;384652,2;CHANTE CIGALE;2020
;199;33;33470;;A008;GUJAN MESTRAS;06/11/2020;Vente;2;460;5;0;;;CT;;LOT;;384652,2;CHANTE CIGALE;2020
;199;33;33470;;0112;GUJAN MESTRAS;06/11/2020;Vente;2;461;5;0;;;CT;;ALL;;384652,2;DE CAMPES;2020
;199;33;33470;;0112;GUJAN MESTRAS;06/11/2020;Vente;2;463;5;0;;;CT;;ALL;;384652,2;DE CAMPES;2020
71;527;33;33470;;0022;LE TEICH;04/11/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;140000;EDOUARD ET JACQUES BEYNEL;2020
73;199;33;33470;3;0520;GUJAN MESTRAS;30/10/2020;Vente en l'état futur d'achèvement;1;155;155;1;0;;CD;0;CRS;Dépendance;167681;DE LA MARNE;2020
54;199;33;33470;3;0520;GUJAN MESTRAS;30/10/2020;Vente en l'état futur d'achèvement;1;155;155;1;0;;CD;0;CRS;Dépendance;167681;DE LA MARNE;2020
4;199;33;33470;2;0520;GUJAN MESTRAS;30/10/2020;Vente en l'état futur d'achèvement;1;155;155;1;2;;CD;43;CRS;Appartement;167681;DE LA MARNE;2020
72;199;33;33470;3;0520;GUJAN MESTRAS;30/10/2020;Vente en l'état futur d'achèvement;1;155;155;1;0;;CD;0;CRS;Dépendance;167681;DE LA MARNE;2020
53;199;33;33470;3;0520;GUJAN MESTRAS;30/10/2020;Vente en l'état futur d'achèvement;1;155;155;1;0;;CD;0;CRS;Dépendance;167681;DE LA MARNE;2020
18;199;33;33470;2;0520;GUJAN MESTRAS;30/10/2020;Vente en l'état futur d'achèvement;1;155;155;1;2;;CD;40;CRS;Appartement;167681;DE LA MARNE;2020
;199;33;33470;1;0075;GUJAN MESTRAS;28/10/2020;Vente;1;245;30;0;4;;DK;85;ALL;Maison;352000;DU BOSQUET DES CIGALES;2020
;199;33;33470;1;0050;GUJAN MESTRAS;10/11/2020;Vente;1;209;24;0;4;;BR;60;ALL;Maison;290000;DU BEC;2020
;199;33;33470;;0050;GUJAN MESTRAS;10/11/2020;Vente;1;210;24;0;;;BR;;ALL;;290000;DU BEC;2020
9;199;33;33470;3;0570;GUJAN MESTRAS;09/11/2020;Vente;1;354;33;1;0;;BZ;0;RUE;Dépendance;277610;DE L OR;2020
4;199;33;33470;2;0570;GUJAN MESTRAS;09/11/2020;Vente;1;354;33;2;3;;BZ;72;RUE;Appartement;277610;DE L OR;2020
;199;33;33470;1;0290;GUJAN MESTRAS;12/11/2020;Vente;1;337;70;0;4;;CE;135;ALL;Maison;610450;DE LA FORET;2020
;199;33;33470;;0290;GUJAN MESTRAS;12/11/2020;Vente;1;380;;0;;;CE;;ALL;;610450;DE LA FORET;2020
;199;33;33470;4;0456;GUJAN MESTRAS;10/11/2020;Vente;1;100;158;0;0;;DP;160;ALL;Local industriel. commercial ou assimilé;390000;FERDINAND DE LESSEPS;2020
;199;33;33470;2;0456;GUJAN MESTRAS;10/11/2020;Vente;1;100;158;0;4;;DP;90;ALL;Appartement;390000;FERDINAND DE LESSEPS;2020
;199;33;33470;4;0163;GUJAN MESTRAS;05/11/2020;Vente;1;763;9000;0;0;;BM;47;PL;Local industriel. commercial ou assimilé;1900000;LA CLAIRE;2020
;199;33;33470;4;0163;GUJAN MESTRAS;05/11/2020;Vente;1;763;9000;0;0;;BM;140;PL;Local industriel. commercial ou assimilé;1900000;LA CLAIRE;2020
;199;33;33470;4;0163;GUJAN MESTRAS;05/11/2020;Vente;1;763;9000;0;0;;BM;32;PL;Local industriel. commercial ou assimilé;1900000;LA CLAIRE;2020
;199;33;33470;4;0163;GUJAN MESTRAS;05/11/2020;Vente;1;763;9000;0;0;;BM;70;PL;Local industriel. commercial ou assimilé;1900000;LA CLAIRE;2020
;199;33;33470;4;0163;GUJAN MESTRAS;05/11/2020;Vente;1;763;9000;0;0;;BM;30;PL;Local industriel. commercial ou assimilé;1900000;LA CLAIRE;2020
;199;33;33470;4;0163;GUJAN MESTRAS;05/11/2020;Vente;1;763;9000;0;0;;BM;35;PL;Local industriel. commercial ou assimilé;1900000;LA CLAIRE;2020
;527;33;33470;;B100;LE TEICH;19/11/2020;Vente;1;82;;0;;;CI;;;;690;LAMOTHE;2020
;527;33;33470;;0365;LE TEICH;02/11/2020;Vente;1;299;3;0;;;BH;;RUE;;590000;SAINT ANDRE;2020
;527;33;33470;1;0365;LE TEICH;02/11/2020;Vente;1;301;3;0;4;;BH;128;RUE;Maison;590000;SAINT ANDRE;2020
;199;33;33470;;0512;GUJAN MESTRAS;20/11/2020;Vente;1;214;;0;;;BR;;AV;;650000;MAL DE LATTRE DE TASSIGNY;2020
;199;33;33470;1;0512;GUJAN MESTRAS;20/11/2020;Vente;1;220;9034;0;4;;BR;81;AV;Maison;650000;MAL DE LATTRE DE TASSIGNY;2020
;199;33;33470;;0512;GUJAN MESTRAS;20/11/2020;Vente;1;221;;0;;;BR;;AV;;650000;MAL DE LATTRE DE TASSIGNY;2020
;199;33;33470;1;0852;GUJAN MESTRAS;13/11/2020;Vente;1;235;6;0;7;;BZ;185;ALL;Maison;750000;DES VIGNES;2020
107;199;33;33470;2;0670;GUJAN MESTRAS;27/11/2020;Vente;1;393;15;2;2;;BO;51;RUE;Appartement;170000;PIERRE DANEY;2020
;199;33;33470;4;0390;GUJAN MESTRAS;06/11/2020;Vente;1;76;58;0;0;;BV;150;RTE;Local industriel. commercial ou assimilé;720800;DES LACS;2020
;199;33;33470;1;0390;GUJAN MESTRAS;06/11/2020;Vente;1;76;58;0;3;;BV;73;RTE;Maison;720800;DES LACS;2020
;199;33;33470;4;0390;GUJAN MESTRAS;27/11/2020;Vente;1;74;56;0;0;;BV;25;RTE;Local industriel. commercial ou assimilé;960500;DES LACS;2020
;199;33;33470;1;0390;GUJAN MESTRAS;27/11/2020;Vente;1;74;56;0;5;;BV;159;RTE;Maison;960500;DES LACS;2020
193;199;33;33470;3;0138;GUJAN MESTRAS;12/10/2020;Vente;1;43;91;1;0;;CY;0;AV;Dépendance;133000;DE CESAREE;2020
48;199;33;33470;2;0138;GUJAN MESTRAS;12/10/2020;Vente;1;43;91;1;2;;CY;41;AV;Appartement;133000;DE CESAREE;2020
194;199;33;33470;3;0138;GUJAN MESTRAS;12/10/2020;Vente;1;43;91;1;0;;CY;0;AV;Dépendance;133000;DE CESAREE;2020
;199;33;33470;1;0112;GUJAN MESTRAS;09/10/2020;Vente;2;464;9006;0;4;;CT;133;ALL;Maison;555000;DE CAMPES;2020
;199;33;33470;;0512;GUJAN MESTRAS;23/11/2020;Vente;3;731;62;0;;;BS;;AV;;438000;MAL DE LATTRE DE TASSIGNY;2020
;199;33;33470;1;0110;GUJAN MESTRAS;20/11/2020;Vente;1;67;6;0;4;;CA;173;RUE;Maison;500000;CAMILLE DIGNAC;2020
;199;33;33470;4;0110;GUJAN MESTRAS;20/11/2020;Vente;1;67;6;0;0;;CA;20;RUE;Local industriel. commercial ou assimilé;500000;CAMILLE DIGNAC;2020
;199;33;33470;;0110;GUJAN MESTRAS;20/11/2020;Vente;1;68;6;0;;;CA;;RUE;;500000;CAMILLE DIGNAC;2020
132;527;33;33470;2;0325;LE TEICH;12/11/2020;Vente;1;32;32;1;2;;BF;36;RUE;Appartement;127000;DU PORT;2020
;199;33;33470;;0810;GUJAN MESTRAS;20/11/2020;Vente;1;505;;0;;;DC;;AV;;4488228,5;SAINTE MARIE;2020
90;199;33;33470;3;0110;GUJAN MESTRAS;25/11/2020;Vente;1;380;2;1;0;;CA;0;RUE;Dépendance;197000;CAMILLE DIGNAC;2020
124;199;33;33470;2;0110;GUJAN MESTRAS;25/11/2020;Vente;1;380;2;1;3;;CA;61;RUE;Appartement;197000;CAMILLE DIGNAC;2020
;199;33;33470;;0526;GUJAN MESTRAS;16/11/2020;Vente;1;338;;0;;;BX;;ALL;;353371;DU MAYNE;2020
;199;33;33470;;0526;GUJAN MESTRAS;16/11/2020;Vente;1;339;;0;;;BX;;ALL;;353371;DU MAYNE;2020
;199;33;33470;1;0526;GUJAN MESTRAS;16/11/2020;Vente;1;341;6;0;4;;BX;83;ALL;Maison;353371;DU MAYNE;2020
;199;33;33470;1;0490;GUJAN MESTRAS;16/11/2020;Vente;1;166;8;0;4;;BO;65;RUE;Maison;360000;DU MARECHAL FOCH;2020
;199;33;33470;1;0835;GUJAN MESTRAS;16/11/2020;Vente;1;103;12;0;4;;BV;78;ALL;Maison;360000;DU TURC;2020
31;199;33;33470;;0810;GUJAN MESTRAS;20/11/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;376500;SAINTE MARIE;2020
9;199;33;33470;;0810;GUJAN MESTRAS;20/11/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;376500;SAINTE MARIE;2020
84;527;33;33470;;0022;LE TEICH;17/11/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;149000;EDOUARD ET JACQUES BEYNEL;2020
;199;33;33470;;0135;GUJAN MESTRAS;01/12/2020;Vente;1;189;72;0;;;CP;;ALL;;628000;DE CAZAUX;2020
;199;33;33470;1;0135;GUJAN MESTRAS;01/12/2020;Vente;1;190;72;0;5;;CP;142;ALL;Maison;628000;DE CAZAUX;2020
;199;33;33470;;0135;GUJAN MESTRAS;01/12/2020;Vente;1;191;72;0;;;CP;;ALL;;628000;DE CAZAUX;2020
;199;33;33470;;0135;GUJAN MESTRAS;01/12/2020;Vente;1;192;;0;;;CP;;ALL;;628000;DE CAZAUX;2020
;199;33;33470;;0135;GUJAN MESTRAS;01/12/2020;Vente;1;193;;0;;;CP;;ALL;;628000;DE CAZAUX;2020
3;199;33;33470;1;0189;GUJAN MESTRAS;04/12/2020;Vente;1;511;23;1;5;;DC;99;ALL;Maison;495000;PAUL CORTHIER;2020
;199;33;33470;1;0772;GUJAN MESTRAS;02/12/2020;Vente;2;652;24;0;3;;BR;96;ALL;Maison;459240;DE LA PRAIRIE;2020
;199;33;33470;;0772;GUJAN MESTRAS;02/12/2020;Vente;2;654;24;0;;;BR;;ALL;;459240;DE LA PRAIRIE;2020
;199;33;33470;1;0010;GUJAN MESTRAS;30/11/2020;Vente;1;456;114;0;4;;CI;74;RUE;Maison;340000;AIME BROUSTAUT;2020
;199;33;33470;;0010;GUJAN MESTRAS;30/11/2020;Vente;1;458;114;0;;;CI;;RUE;;340000;AIME BROUSTAUT;2020
;199;33;33470;1;0569;GUJAN MESTRAS;24/11/2020;Vente;1;182;24;0;4;;CK;95;ALL;Maison;458600;DE LA NEYRA;2020
;527;33;33470;;0050;LE TEICH;10/11/2020;Vente;2;321;6;0;;;BS;;RUE;;1;DU CAPLANDE;2020
;199;33;33470;1;0810;GUJAN MESTRAS;08/12/2020;Vente;1;481;15;0;4;;BT;79;AV;Maison;437100;SAINTE MARIE;2020
;527;33;33470;1;0262;LE TEICH;02/12/2020;Vente;1;114;10;0;4;;CE;95;RUE;Maison;185000;DU NAN;2020
;527;33;33470;;0044;LE TEICH;23/11/2020;Vente;1;248;;0;;;BV;;AV;;215000;DE CAMPS;2020
;527;33;33470;;0044;LE TEICH;07/12/2020;Vente;1;230;112;0;;;BV;;AV;;215000;DE CAMPS;2020
78;199;33;33470;2;0670;GUJAN MESTRAS;19/11/2020;Vente;1;393;15;2;3;;BO;69;RUE;Appartement;183000;PIERRE DANEY;2020
;199;33;33470;1;0075;GUJAN MESTRAS;13/11/2020;Vente;1;249;38;0;4;;DK;86;ALL;Maison;350285;DU BOSQUET DES CIGALES;2020
2;199;33;33470;2;0080;GUJAN MESTRAS;08/12/2020;Vente;1;22;20;2;2;;CY;66;ALL;Appartement;180000;JACQUES BOSSUET;2020
;199;33;33470;1;0400;GUJAN MESTRAS;07/12/2020;Vente;1;191;71;0;5;;CC;162;ALL;Maison;721710;DE HAURAT;2020
;199;33;33470;;B162;GUJAN MESTRAS;07/12/2020;Vente;1;192;;0;;;CC;;;;721710;PIGEONNEY;2020
;527;33;33470;1;0044;LE TEICH;13/11/2020;Vente;1;97;63;0;4;;BT;104;AV;Maison;460800;DE CAMPS;2020
;527;33;33470;;B146;LE TEICH;13/11/2020;Vente;1;114;;0;;;BT;;;;460800;PINS DE CAMPS-SUD;2020
;199;33;33470;;0140;GUJAN MESTRAS;12/11/2020;Vente;1;104;31;0;;;CE;;RUE;;374000;CHANTE CIGALE;2020
;199;33;33470;1;0268;GUJAN MESTRAS;07/12/2020;Vente;1;268;17;0;4;;CE;100;ALL;Maison;438780;FEYDEAU;2020
;199;33;33470;;0415;GUJAN MESTRAS;02/12/2020;Vente;1;952;60;0;;;BM;;RUE;;112000;JULES BARAT;2020
108;199;33;33470;2;0785;GUJAN MESTRAS;11/12/2020;Vente;1;297;9001;3;2;;CS;41;ALL;Appartement;169000;RAPHAEL;2020
2;199;33;33470;1;0512;GUJAN MESTRAS;24/11/2020;Vente;1;166;48;1;3;;BT;51;AV;Maison;292000;MAL DE LATTRE DE TASSIGNY;2020
;199;33;33470;1;0399;GUJAN MESTRAS;11/12/2020;Vente;1;71;22;0;4;;BW;92;ALL;Maison;550000;DES GRANDS CHAMPS;2020
104;527;33;33470;3;0249;LE TEICH;26/11/2020;Vente;1;332;3;1;0;;BH;0;RUE;Dépendance;114000;MATHEGA;2020
112;527;33;33470;3;0249;LE TEICH;26/11/2020;Vente;1;332;3;1;0;;BH;0;RUE;Dépendance;114000;MATHEGA;2020
4;527;33;33470;2;0249;LE TEICH;26/11/2020;Vente;1;332;2;1;2;;BH;43;RUE;Appartement;114000;MATHEGA;2020
27;199;33;33470;;0840;GUJAN MESTRAS;13/11/2020;Vente en l'état futur d'achèvement;1;767;;1;;;BY;;CRS;;289900;DE VERDUN;2020
84;199;33;33470;;0840;GUJAN MESTRAS;13/11/2020;Vente en l'état futur d'achèvement;1;767;;1;;;BY;;CRS;;289900;DE VERDUN;2020
83;199;33;33470;;0840;GUJAN MESTRAS;13/11/2020;Vente en l'état futur d'achèvement;1;767;;1;;;BY;;CRS;;289900;DE VERDUN;2020
;199;33;33470;;0620;GUJAN MESTRAS;04/12/2020;Vente;1;818;;0;;;BM;;IMP;;110000;PASTEUR;2020
;199;33;33470;1;0810;GUJAN MESTRAS;02/12/2020;Vente;1;224;88;0;4;;CM;83;AV;Maison;560000;SAINTE MARIE;2020
;527;33;33470;;B003;LE TEICH;17/11/2020;Vente;3;245;;0;;;BK;;;;40000;AUX AOUBAS;2020
;527;33;33470;;B003;LE TEICH;17/11/2020;Vente;3;246;;0;;;BK;;;;40000;AUX AOUBAS;2020
;199;33;33470;1;0071;GUJAN MESTRAS;01/12/2020;Vente;1;76;267;0;4;;CY;88;ALL;Maison;322000;DE BORDEAUX;2020
94;527;33;33470;;0022;LE TEICH;25/11/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;307736;EDOUARD ET JACQUES BEYNEL;2020
121;527;33;33470;;0022;LE TEICH;25/11/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;307736;EDOUARD ET JACQUES BEYNEL;2020
;199;33;33470;1;0394;GUJAN MESTRAS;15/12/2020;Vente;1;6;22;0;4;;CO;110;IMP;Maison;552800;DES GRANDS CHAMPS;2020
;199;33;33470;1;0110;GUJAN MESTRAS;10/12/2020;Vente;1;94;28;0;2;;CA;47;RUE;Maison;125000;CAMILLE DIGNAC;2020
;199;33;33470;;0110;GUJAN MESTRAS;10/12/2020;Vente;1;96;28;0;;;CA;;RUE;;125000;CAMILLE DIGNAC;2020
;199;33;33470;;0110;GUJAN MESTRAS;10/12/2020;Vente;1;98;28;0;;;CA;;RUE;;125000;CAMILLE DIGNAC;2020
;527;33;33470;1;0044;LE TEICH;10/12/2020;Vente;1;151;84;0;4;;BV;130;AV;Maison;409560;DE CAMPS;2020
;527;33;33470;;0044;LE TEICH;10/12/2020;Vente;1;152;84;0;;;BV;;AV;;409560;DE CAMPS;2020
12;527;33;33470;1;0029;LE TEICH;30/11/2020;Vente;1;276;31;2;3;;BP;60;RUE;Maison;210000;DE BOULANGE;2020
;199;33;33470;1;0280;GUJAN MESTRAS;23/11/2020;Vente;3;564;28;0;5;;BY;147;ALL;Maison;483750;DE FONTEBRIDE;2020
;199;33;33470;;0840;GUJAN MESTRAS;23/11/2020;Vente;3;789;;0;;;BY;;CRS;;483750;DE VERDUN;2020
;199;33;33470;;0840;GUJAN MESTRAS;23/11/2020;Vente;3;790;;0;;;BY;;CRS;;483750;DE VERDUN;2020
;527;33;33470;;0044;LE TEICH;10/12/2020;Vente;1;122;82;0;;;BV;;AV;;522000;DE CAMPS;2020
;527;33;33470;1;0023;LE TEICH;14/12/2020;Vente;1;107;6;0;5;;CR;104;RUE;Maison;367880;DE BALANOS;2020
;527;33;33470;1;0014;LE TEICH;15/12/2020;Vente;1;212;3;0;5;;BK;103;IMP;Maison;410000;DES AOUBAS;2020
89;527;33;33470;;0022;LE TEICH;30/11/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;200720;EDOUARD ET JACQUES BEYNEL;2020
149;527;33;33470;;0022;LE TEICH;30/11/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;183840;EDOUARD ET JACQUES BEYNEL;2020
69;527;33;33470;;0022;LE TEICH;30/11/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;183840;EDOUARD ET JACQUES BEYNEL;2020
34;199;33;33470;3;0790;GUJAN MESTRAS;27/11/2020;Vente;1;185;119;1;0;;BM;0;CRS;Dépendance;286000;DE LA REPUBLIQUE;2020
22;199;33;33470;3;0790;GUJAN MESTRAS;27/11/2020;Vente;1;185;119;1;0;;BM;0;CRS;Dépendance;286000;DE LA REPUBLIQUE;2020
53;199;33;33470;2;0790;GUJAN MESTRAS;27/11/2020;Vente;1;185;119;1;3;;BM;98;CRS;Appartement;286000;DE LA REPUBLIQUE;2020
35;199;33;33470;;B071;GUJAN MESTRAS;02/12/2020;Vente en l'état futur d'achèvement;1;69;;1;;;DO;;;;131558,4;LA FERME-OUEST;2020
37;199;33;33470;;B071;GUJAN MESTRAS;02/12/2020;Vente en l'état futur d'achèvement;1;69;;1;;;DO;;;;131558,4;LA FERME-OUEST;2020
7;199;33;33470;;B071;GUJAN MESTRAS;02/12/2020;Vente en l'état futur d'achèvement;1;69;;1;;;DO;;;;131558,4;LA FERME-OUEST;2020
36;199;33;33470;;B071;GUJAN MESTRAS;02/12/2020;Vente en l'état futur d'achèvement;1;69;;1;;;DO;;;;131558,4;LA FERME-OUEST;2020
;199;33;33470;1;0841;GUJAN MESTRAS;14/12/2020;Vente;1;174;17;0;5;;CS;130;ALL;Maison;470000;DE VALENTIN;2020
;199;33;33470;;0040;GUJAN MESTRAS;01/12/2020;Vente;1;761;;0;;;BM;;RUE;;72500;AURELIEN DAISSON;2020
;199;33;33470;;0040;GUJAN MESTRAS;01/12/2020;Vente;1;879;19;0;;;BM;;RUE;;72500;AURELIEN DAISSON;2020
;199;33;33470;;0040;GUJAN MESTRAS;01/12/2020;Vente;1;880;19;0;;;BM;;RUE;;72500;AURELIEN DAISSON;2020
;199;33;33470;;0150;GUJAN MESTRAS;18/12/2020;Vente terrain à bâtir;1;431;1;0;;;BP;;RUE;;240000;DU CHATEAU;2020
;199;33;33470;;0150;GUJAN MESTRAS;18/12/2020;Vente terrain à bâtir;1;433;1;0;;;BP;;RUE;;240000;DU CHATEAU;2020
;527;33;33470;;0044;LE TEICH;10/12/2020;Vente;1;232;110;0;;;BV;;AV;;220000;DE CAMPS;2020
;199;33;33470;1;0675;GUJAN MESTRAS;11/12/2020;Vente;1;219;42;0;4;;BE;105;AV;Maison;488650;PIERRE DIGNAC;2020
;527;33;33470;1;0053;LE TEICH;15/12/2020;Vente;1;436;43;0;4;;BH;80;RUE;Maison;153700;DES CASTAINGS;2020
;527;33;33470;;0055;LE TEICH;15/12/2020;Vente;1;437;;0;;;BH;;RUE;;153700;DU CHATEAU;2020
;527;33;33470;;0170;LE TEICH;17/12/2020;Vente;1;225;44;0;;;BH;;RUE;;140000;DE L INDUSTRIE;2020
;199;33;33470;;0265;GUJAN MESTRAS;15/12/2020;Vente;1;319;;0;;;BN;;ALL;;1;DES FAUVETTES;2020
38;199;33;33470;;0810;GUJAN MESTRAS;11/12/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;376500;SAINTE MARIE;2020
14;199;33;33470;;0810;GUJAN MESTRAS;11/12/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;376500;SAINTE MARIE;2020
;199;33;33470;;B139;GUJAN MESTRAS;15/12/2020;Vente;1;356;;0;;;BW;;;;1;MEYRAN;2020
18;199;33;33470;;0810;GUJAN MESTRAS;11/12/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;369700;SAINTE MARIE;2020
;199;33;33470;;0710;GUJAN MESTRAS;22/12/2020;Vente;1;793;24;0;;;BY;;ALL;;235000;DU PLACOT;2020
12;199;33;33470;;0186;GUJAN MESTRAS;17/12/2020;Vente en l'état futur d'achèvement;1;387;40;1;;;BL;;BD;;215000;DE LA COTE D ARGENT;2020
21;199;33;33470;;0186;GUJAN MESTRAS;17/12/2020;Vente en l'état futur d'achèvement;1;387;40;1;;;BL;;BD;;215000;DE LA COTE D ARGENT;2020
;527;33;33470;1;0058;LE TEICH;08/12/2020;Vente;1;381;65;0;4;;BH;80;AV;Maison;150000;DE LA COTE D ARGENT;2020
131;527;33;33470;;0022;LE TEICH;08/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;240576;EDOUARD ET JACQUES BEYNEL;2020
86;527;33;33470;;0022;LE TEICH;08/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;240576;EDOUARD ET JACQUES BEYNEL;2020
26;199;33;33470;;0810;GUJAN MESTRAS;27/10/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;294800;SAINTE MARIE;2020
25;199;33;33470;;0810;GUJAN MESTRAS;27/10/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;294800;SAINTE MARIE;2020
4;199;33;33470;;0810;GUJAN MESTRAS;27/10/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;294800;SAINTE MARIE;2020
15;527;33;33470;2;0453;LE TEICH;23/12/2020;Vente;1;28;4;1;3;;BN;66;RUE;Appartement;186000;MARTIAL GARNUNG;2020
156;527;33;33470;3;0453;LE TEICH;23/12/2020;Vente;1;28;4;1;0;;BN;0;RUE;Dépendance;186000;MARTIAL GARNUNG;2020
;527;33;33470;1;0035;LE TEICH;21/12/2020;Vente;1;194;29;0;3;;BX;64;ALL;Maison;265000;DU BURGAT;2020
;199;33;33470;1;0183;GUJAN MESTRAS;18/12/2020;Vente;2;252;51;0;2;;CV;76;ALL;Maison;440000;DES CORSAIRES;2020
;199;33;33470;1;0183;GUJAN MESTRAS;16/12/2020;Vente;1;20;45;0;5;;CV;115;ALL;Maison;557760;DES CORSAIRES;2020
;199;33;33470;1;0071;GUJAN MESTRAS;16/12/2020;Vente;1;1;348;0;5;;CW;130;ALL;Maison;535000;DE BORDEAUX;2020
;199;33;33470;1;0285;GUJAN MESTRAS;09/12/2020;Vente;1;207;50;0;5;;CR;101;IMP;Maison;552000;DU FOQUET;2020
;199;33;33470;3;0242;GUJAN MESTRAS;28/12/2020;Vente;2;525;51;0;0;;BN;0;RUE;Dépendance;168000;EDMOND DAUBRIC;2020
;527;33;33470;1;0089;LE TEICH;10/12/2020;Vente;1;290;3;0;4;;BX;97;RUE;Maison;391000;DES ECUREUILS;2020
;199;33;33470;1;0512;GUJAN MESTRAS;18/12/2020;Vente;1;506;96;0;4;;BS;91;AV;Maison;370600;MAL DE LATTRE DE TASSIGNY;2020
18;199;33;33470;;0186;GUJAN MESTRAS;18/12/2020;Vente en l'état futur d'achèvement;1;387;40;1;;;BL;;BD;;215000;DE LA COTE D ARGENT;2020
5;199;33;33470;;0186;GUJAN MESTRAS;18/12/2020;Vente en l'état futur d'achèvement;1;387;40;1;;;BL;;BD;;215000;DE LA COTE D ARGENT;2020
;527;33;33470;;B089;LE TEICH;17/12/2020;Vente;1;61;;0;;;CD;;;;41789;HOUDINS-EST;2020
;527;33;33470;;0044;LE TEICH;08/12/2020;Vente;1;284;;0;;;BW;;AV;;215000;DE CAMPS;2020
;527;33;33470;;B054;LE TEICH;08/12/2020;Vente;1;289;;0;;;BW;;;;215000;CHAMPS DE CAMPS-SUD;2020
;199;33;33470;;B014;GUJAN MESTRAS;30/12/2020;Vente;1;46;;0;;;DL;;;;100000;LA BERLE;2020
;199;33;33470;1;0563;GUJAN MESTRAS;28/12/2020;Vente;1;508;9;0;3;;CA;55;ALL;Maison;239000;MONTESQUIEU;2020
;199;33;33470;;0640;GUJAN MESTRAS;28/12/2020;Vente;1;510;48;0;;;CA;;RUE;;239000;PAUL BATAILLE;2020
442;199;33;33470;3;0110;GUJAN MESTRAS;21/12/2020;Vente;1;380;2;1;0;;CA;0;RUE;Dépendance;112000;CAMILLE DIGNAC;2020
424;199;33;33470;2;0110;GUJAN MESTRAS;21/12/2020;Vente;1;380;2;1;2;;CA;34;RUE;Appartement;112000;CAMILLE DIGNAC;2020
;199;33;33470;;0015;GUJAN MESTRAS;23/12/2020;Vente;1;459;21;0;;;BV;;ALL;;308126;ALPHONSE DAUDET;2020
;199;33;33470;;0015;GUJAN MESTRAS;23/12/2020;Vente;1;461;21;0;;;BV;;ALL;;308126;ALPHONSE DAUDET;2020
