1er lot;Code commune;Code departement;Code postal;Code type local;Code voie;Commune;Date mutation;Nature mutation;No disposition;No plan;No voie;Nombre de lots;Nombre pieces principales;Prefixe de section;Section;Surface reelle bati;Type de voie;Type local;Valeur fonciere;Voie;Annee
1;199;33;33470;1;0100;GUJAN MESTRAS;16/12/2020;Vente;1;365;25;1;4;;BT;76;ALL;Maison;353000;DES BRUYERES;2020
;199;33;33470;;B200;GUJAN MESTRAS;22/12/2020;Vente;1;162;;0;;;BE;;;;1;STATION DE GUJAN;2020
;199;33;33470;1;0660;GUJAN MESTRAS;28/12/2020;Vente;1;153;17;0;3;;BS;68;ALL;Maison;450000;DE LA PELOUSE;2020
2;199;33;33470;2;0540;GUJAN MESTRAS;18/12/2020;Vente;1;389;111;1;2;;BR;25;AV;Appartement;183000;DE MEYRAN;2020
;199;33;33470;;0397;GUJAN MESTRAS;16/12/2020;Vente;1;402;16;0;;;CB;;ALL;;270000;DES GRIVES;2020
;199;33;33470;1;0397;GUJAN MESTRAS;16/12/2020;Vente;1;696;16;0;2;;CB;61;ALL;Maison;270000;DES GRIVES;2020
;199;33;33470;;0397;GUJAN MESTRAS;16/12/2020;Vente;1;698;16;0;;;CB;;ALL;;270000;DES GRIVES;2020
;199;33;33470;1;0397;GUJAN MESTRAS;18/12/2020;Vente;1;573;16;0;4;;CB;75;ALL;Maison;480000;DES GRIVES;2020
61;199;33;33470;2;0110;GUJAN MESTRAS;17/12/2020;Vente;1;380;2;1;4;;CA;79;RUE;Appartement;230000;CAMILLE DIGNAC;2020
15;199;33;33470;3;0110;GUJAN MESTRAS;17/12/2020;Vente;1;380;2;1;0;;CA;0;RUE;Dépendance;230000;CAMILLE DIGNAC;2020
5;199;33;33470;3;0110;GUJAN MESTRAS;17/12/2020;Vente;1;380;2;1;0;;CA;0;RUE;Dépendance;230000;CAMILLE DIGNAC;2020
;199;33;33470;1;0290;GUJAN MESTRAS;09/12/2020;Vente;2;597;34;0;4;;CA;125;ALL;Maison;362759,03;DE LA FORET;2020
;199;33;33470;1;0695;GUJAN MESTRAS;30/12/2020;Vente;1;420;14;0;4;;BW;89;ALL;Maison;335000;DES PIVOINES;2020
;527;33;33470;;0044;LE TEICH;04/12/2020;Vente;1;228;112;0;;;BV;;AV;;220000;DE CAMPS;2020
;527;33;33470;;0044;LE TEICH;04/12/2020;Vente;1;236;;0;;;BV;;AV;;220000;DE CAMPS;2020
36;199;33;33470;;0840;GUJAN MESTRAS;29/12/2020;Vente en l'état futur d'achèvement;1;767;;1;;;BY;;CRS;;289900;DE VERDUN;2020
79;199;33;33470;;0840;GUJAN MESTRAS;29/12/2020;Vente en l'état futur d'achèvement;1;767;;1;;;BY;;CRS;;289900;DE VERDUN;2020
80;199;33;33470;;0840;GUJAN MESTRAS;29/12/2020;Vente en l'état futur d'achèvement;1;767;;1;;;BY;;CRS;;289900;DE VERDUN;2020
;199;33;33470;1;0810;GUJAN MESTRAS;29/12/2020;Vente;1;28;12;0;4;;BT;69;AV;Maison;380000;SAINTE MARIE;2020
157;199;33;33470;3;0057;GUJAN MESTRAS;28/12/2020;Vente;1;428;41;1;0;;BL;0;ALL;Dépendance;168000;DE BIREBOUSSAOU;2020
65;199;33;33470;2;0057;GUJAN MESTRAS;28/12/2020;Vente;1;428;41;1;2;;BL;40;ALL;Appartement;168000;DE BIREBOUSSAOU;2020
158;199;33;33470;3;0057;GUJAN MESTRAS;28/12/2020;Vente;1;428;41;1;0;;BL;0;ALL;Dépendance;168000;DE BIREBOUSSAOU;2020
;199;33;33470;;0512;GUJAN MESTRAS;18/12/2020;Vente;1;730;62;0;;;BS;;AV;;419000;MAL DE LATTRE DE TASSIGNY;2020
;199;33;33470;1;0520;GUJAN MESTRAS;18/12/2020;Vente;1;531;73;0;3;;CB;82;CRS;Maison;440700;DE LA MARNE;2020
;199;33;33470;1;0460;GUJAN MESTRAS;22/12/2020;Vente;1;177;69;0;3;;CB;66;RUE;Maison;233000;DE LA LIBERTE;2020
;199;33;33470;;0460;GUJAN MESTRAS;22/12/2020;Vente;1;540;;0;;;CB;;RUE;;233000;DE LA LIBERTE;2020
;527;33;33470;;0257;LE TEICH;29/12/2020;Vente;1;268;35;0;;;CF;;RUE;;220000;DE MOURAS;2020
;199;33;33470;;B217;GUJAN MESTRAS;28/12/2020;Vente;1;405;;0;;;BA;;;;100000;A VERDALLE;2020
;199;33;33470;1;0400;GUJAN MESTRAS;18/12/2020;Vente;1;198;140;0;6;;CV;179;ALL;Maison;684900;DE HAURAT;2020
4;199;33;33470;1;0512;GUJAN MESTRAS;21/12/2020;Vente;1;357;98;1;3;;BS;56;AV;Maison;314960;MAL DE LATTRE DE TASSIGNY;2020
4;199;33;33470;1;0512;GUJAN MESTRAS;21/12/2020;Vente;1;357;98;1;1;;BS;26;AV;Maison;314960;MAL DE LATTRE DE TASSIGNY;2020
;199;33;33470;;0540;GUJAN MESTRAS;21/12/2020;Vente;2;448;13;0;;;BP;;AV;;27000;DE MEYRAN;2020
;527;33;33470;1;0315;LE TEICH;28/12/2020;Vente;1;240;52;0;4;;BR;104;RUE;Maison;449630;DES PINS;2020
;199;33;33470;1;0150;GUJAN MESTRAS;14/12/2020;Vente;1;531;12;0;3;;BO;82;RUE;Maison;405000;DU CHATEAU;2020
;527;33;33470;1;0315;LE TEICH;23/12/2020;Vente;1;18;51;0;3;;BP;133;RUE;Maison;792300;DES PINS;2020
20;199;33;33470;;0840;GUJAN MESTRAS;30/12/2020;Vente en l'état futur d'achèvement;1;552;18;1;;;BO;;CRS;;295000;DE VERDUN;2020
147;199;33;33470;;0840;GUJAN MESTRAS;30/12/2020;Vente en l'état futur d'achèvement;1;552;18;1;;;BO;;CRS;;295000;DE VERDUN;2020
;199;33;33470;1;0552;GUJAN MESTRAS;23/12/2020;Vente;1;56;3;0;4;;BW;141;ALL;Maison;350000;DU MIOU;2020
;199;33;33470;3;0460;GUJAN MESTRAS;30/12/2020;Vente;1;721;61;0;0;;CB;0;RUE;Dépendance;78000;DE LA LIBERTE;2020
30;199;33;33470;;0810;GUJAN MESTRAS;28/12/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;376500;SAINTE MARIE;2020
8;199;33;33470;;0810;GUJAN MESTRAS;28/12/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;376500;SAINTE MARIE;2020
7;199;33;33470;;0810;GUJAN MESTRAS;23/12/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;369700;SAINTE MARIE;2020
19;199;33;33470;;0810;GUJAN MESTRAS;23/12/2020;Vente en l'état futur d'achèvement;1;514;;1;;;DC;;AV;;218200;SAINTE MARIE;2020
70;199;33;33470;;0810;GUJAN MESTRAS;23/12/2020;Vente en l'état futur d'achèvement;1;514;;1;;;DC;;AV;;218200;SAINTE MARIE;2020
;199;33;33470;1;0850;GUJAN MESTRAS;18/12/2020;Vente;1;10;43;0;3;;BH;70;RUE;Maison;850000;DE L YSER;2020
;199;33;33470;1;0850;GUJAN MESTRAS;18/12/2020;Vente;1;10;43;0;4;;BH;66;RUE;Maison;850000;DE L YSER;2020
;199;33;33470;1;0850;GUJAN MESTRAS;18/12/2020;Vente;1;10;43;0;2;;BH;78;RUE;Maison;850000;DE L YSER;2020
;199;33;33470;1;0660;GUJAN MESTRAS;04/12/2020;Vente;2;727;7;0;4;;BS;71;ALL;Maison;440000;DE LA PELOUSE;2020
;199;33;33470;1;0660;GUJAN MESTRAS;04/12/2020;Vente;2;727;7;0;4;;BS;86;ALL;Maison;440000;DE LA PELOUSE;2020
146;199;33;33470;;0840;GUJAN MESTRAS;30/12/2020;Vente en l'état futur d'achèvement;1;552;18;1;;;BO;;CRS;;224000;DE VERDUN;2020
7;199;33;33470;;0840;GUJAN MESTRAS;30/12/2020;Vente en l'état futur d'achèvement;1;552;18;1;;;BO;;CRS;;224000;DE VERDUN;2020
;199;33;33470;1;0558;GUJAN MESTRAS;28/12/2020;Vente;2;369;7;0;5;;CX;135;ALL;Maison;334500;MOLIERE;2020
8;199;33;33470;;B071;GUJAN MESTRAS;17/12/2020;Vente en l'état futur d'achèvement;1;69;;1;;;DO;;;;136866;LA FERME-OUEST;2020
17;199;33;33470;;B071;GUJAN MESTRAS;17/12/2020;Vente en l'état futur d'achèvement;1;69;;1;;;DO;;;;136866;LA FERME-OUEST;2020
16;199;33;33470;;B071;GUJAN MESTRAS;17/12/2020;Vente en l'état futur d'achèvement;1;69;;1;;;DO;;;;136866;LA FERME-OUEST;2020
;199;33;33470;1;0550;GUJAN MESTRAS;30/12/2020;Vente;1;151;16;0;3;;BV;65;ALL;Maison;514600;DES MIMOSAS;2020
13;199;33;33470;;0810;GUJAN MESTRAS;29/12/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;335000;SAINTE MARIE;2020
;199;33;33470;;0810;GUJAN MESTRAS;23/12/2020;Vente;1;498;;0;;;DC;;AV;;238381;SAINTE MARIE;2020
4;199;33;33470;1;0512;GUJAN MESTRAS;22/12/2020;Vente;1;368;108;1;4;;BS;82;AV;Maison;445000;MAL DE LATTRE DE TASSIGNY;2020
;199;33;33470;;B041;GUJAN MESTRAS;28/12/2020;Vente;2;1933;;0;;;G;;;;15000;CESARE;2020
;199;33;33470;;B041;GUJAN MESTRAS;28/12/2020;Vente;2;1935;;0;;;G;;;;15000;CESARE;2020
118;199;33;33470;1;A044;GUJAN MESTRAS;23/12/2020;Vente;1;41;22;2;3;;DR;65;RES;Maison;264000;VILLAS DU GOLF;2020
105;199;33;33470;1;A044;GUJAN MESTRAS;23/12/2020;Vente;1;41;28;2;3;;DR;70;RES;Maison;269000;VILLAS DU GOLF;2020
7;199;33;33470;;0380;GUJAN MESTRAS;22/12/2020;Vente en l'état futur d'achèvement;1;338;1;1;;;BS;;ALL;;355000;DES GLAIEULS;2020
58;199;33;33470;;0380;GUJAN MESTRAS;22/12/2020;Vente en l'état futur d'achèvement;1;338;1;1;;;BS;;ALL;;355000;DES GLAIEULS;2020
59;199;33;33470;;0380;GUJAN MESTRAS;22/12/2020;Vente en l'état futur d'achèvement;1;338;1;1;;;BS;;ALL;;355000;DES GLAIEULS;2020
27;199;33;33470;;0380;GUJAN MESTRAS;22/12/2020;Vente en l'état futur d'achèvement;1;338;1;1;;;BS;;ALL;;355000;DES GLAIEULS;2020
28;199;33;33470;;0380;GUJAN MESTRAS;22/12/2020;Vente en l'état futur d'achèvement;1;338;1;1;;;BS;;ALL;;355000;DES GLAIEULS;2020
157;527;33;33470;;0022;LE TEICH;23/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;231856;EDOUARD ET JACQUES BEYNEL;2020
77;527;33;33470;;0022;LE TEICH;23/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;231856;EDOUARD ET JACQUES BEYNEL;2020
5;527;33;33470;;0022;LE TEICH;23/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;233376;EDOUARD ET JACQUES BEYNEL;2020
130;527;33;33470;;0022;LE TEICH;23/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;215664;EDOUARD ET JACQUES BEYNEL;2020
4;527;33;33470;;0022;LE TEICH;23/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;215664;EDOUARD ET JACQUES BEYNEL;2020
;199;33;33470;;B153;GUJAN MESTRAS;30/12/2020;Vente;1;656;;0;;;CI;;;;260000;NERAC;2020
302;199;33;33470;3;0110;GUJAN MESTRAS;22/12/2020;Vente;1;380;2;1;0;;CA;0;RUE;Dépendance;144000;CAMILLE DIGNAC;2020
304;199;33;33470;3;0110;GUJAN MESTRAS;22/12/2020;Vente;1;380;2;1;0;;CA;0;RUE;Dépendance;144000;CAMILLE DIGNAC;2020
357;199;33;33470;2;0110;GUJAN MESTRAS;22/12/2020;Vente;1;380;2;1;2;;CA;52;RUE;Appartement;144000;CAMILLE DIGNAC;2020
1;199;33;33470;1;0100;GUJAN MESTRAS;30/12/2020;Vente;1;159;5;1;3;;BT;51;ALL;Maison;230000;DES BRUYERES;2020
103;527;33;33470;;0022;LE TEICH;28/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;172000;EDOUARD ET JACQUES BEYNEL;2020
;199;33;33470;;0454;GUJAN MESTRAS;22/12/2020;Vente;1;297;50;0;;;CD;;ALL;;10200;LESPURGERES;2020
;199;33;33470;1;A045;GUJAN MESTRAS;29/12/2020;Vente;1;171;67;0;4;;DC;37;LOT;Maison;157200;VILLAGE DES PINS;2020
;199;33;33470;1;0400;GUJAN MESTRAS;20/11/2020;Vente;2;319;100;0;4;;CD;115;ALL;Maison;316000;DE HAURAT;2020
109;527;33;33470;;0022;LE TEICH;30/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;214656;EDOUARD ET JACQUES BEYNEL;2020
108;527;33;33470;;0022;LE TEICH;30/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;214656;EDOUARD ET JACQUES BEYNEL;2020
2;527;33;33470;;0022;LE TEICH;30/12/2020;Vente en l'état futur d'achèvement;1;267;15;1;;;BN;;RUE;;209664;EDOUARD ET JACQUES BEYNEL;2020
;199;33;33470;1;0540;GUJAN MESTRAS;29/12/2020;Vente;1;240;9;0;5;;BP;128;AV;Maison;475000;DE MEYRAN;2020
;199;33;33470;;0540;GUJAN MESTRAS;29/12/2020;Vente;1;241;11;0;;;BP;;AV;;475000;DE MEYRAN;2020
;527;33;33470;;B122;LE TEICH;28/12/2020;Vente;1;436;;0;;;BP;;;;;NAN;2020
;527;33;33470;;B122;LE TEICH;28/12/2020;Vente;1;438;;0;;;BP;;;;;NAN;2020
;527;33;33470;;0315;LE TEICH;28/12/2020;Vente;2;406;;0;;;BP;;RUE;;;DES PINS;2020
;527;33;33470;;0315;LE TEICH;28/12/2020;Vente;2;416;;0;;;BP;;RUE;;;DES PINS;2020
;527;33;33470;;0315;LE TEICH;28/12/2020;Vente;2;417;;0;;;BP;;RUE;;;DES PINS;2020
;527;33;33470;;0315;LE TEICH;28/12/2020;Vente;2;418;;0;;;BP;;RUE;;;DES PINS;2020
;527;33;33470;;0315;LE TEICH;28/12/2020;Vente;2;419;;0;;;BP;;RUE;;;DES PINS;2020
;527;33;33470;;B122;LE TEICH;28/12/2020;Vente;2;424;;0;;;BP;;;;;NAN;2020
;527;33;33470;;B122;LE TEICH;28/12/2020;Vente;2;425;;0;;;BP;;;;;NAN;2020
;527;33;33470;;0315;LE TEICH;28/12/2020;Vente;2;439;;0;;;BP;;RUE;;;DES PINS;2020
;527;33;33470;;0315;LE TEICH;28/12/2020;Vente;2;443;;0;;;BP;;RUE;;;DES PINS;2020
;527;33;33470;;0315;LE TEICH;28/12/2020;Vente;2;444;;0;;;BP;;RUE;;;DES PINS;2020
;527;33;33470;;0315;LE TEICH;28/12/2020;Vente;2;445;;0;;;BP;;RUE;;;DES PINS;2020
;527;33;33470;;0315;LE TEICH;28/12/2020;Vente;2;446;;0;;;BP;;RUE;;;DES PINS;2020
28;199;33;33470;;0810;GUJAN MESTRAS;30/12/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;276000;SAINTE MARIE;2020
27;199;33;33470;;0810;GUJAN MESTRAS;30/12/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;276000;SAINTE MARIE;2020
5;199;33;33470;;0810;GUJAN MESTRAS;30/12/2020;Vente en l'état futur d'achèvement;1;504;;1;;;DC;;AV;;276000;SAINTE MARIE;2020
;199;33;33470;1;A078;GUJAN MESTRAS;17/12/2020;Vente;2;279;137;0;4;;DR;92;LOT;Maison;360000;SANTA MONICA;2020
;527;33;33470;1;0257;LE TEICH;30/12/2020;Vente;1;267;35;0;4;;CF;91;RUE;Maison;244000;DE MOURAS;2020
;199;33;33470;;B091;GUJAN MESTRAS;29/12/2020;Vente;1;117;;0;;;CN;;;;330000;LE HUGUEYRA;2020
;527;33;33470;;0257;LE TEICH;30/12/2020;Vente;1;269;35;0;;;CF;;RUE;;226000;DE MOURAS;2020
;199;33;33470;;0454;GUJAN MESTRAS;30/12/2020;Vente;2;277;2;0;;;CC;;ALL;;337000;LESPURGERES;2020
;52;94;94130;4;4430;NOGENT-SUR-MARNE;10/11/2020;Vente;1;95;10;0;0;;AE;430;RUE;Local industriel. commercial ou assimilé;1250000;DES HEROS NOGENTAIS;2020
;52;94;94130;4;4430;NOGENT-SUR-MARNE;10/11/2020;Vente;1;95;10;0;0;;AE;60;RUE;Local industriel. commercial ou assimilé;1250000;DES HEROS NOGENTAIS;2020
;52;94;94130;2;4430;NOGENT-SUR-MARNE;10/11/2020;Vente;1;95;10;0;3;;AE;60;RUE;Appartement;1250000;DES HEROS NOGENTAIS;2020
;52;94;94130;4;4430;NOGENT-SUR-MARNE;10/11/2020;Vente;1;95;10;0;0;;AE;324;RUE;Local industriel. commercial ou assimilé;1250000;DES HEROS NOGENTAIS;2020
114;52;94;94130;2;4180;NOGENT-SUR-MARNE;10/01/2020;Vente;1;8;35;1;2;;AB;34;;Appartement;240150;GR  RUE CHARLES DE GAULLE;2020
29;52;94;94130;2;6148;NOGENT-SUR-MARNE;06/01/2020;Vente;1;31;7;2;3;;F;52;RUE;Appartement;285500;DU MARECHAL VAILLANT;2020
30;52;94;94130;2;7130;NOGENT-SUR-MARNE;06/01/2020;Vente;1;207;49;1;1;;L;28;RUE;Appartement;165000;PAUL BERT;2020
201;52;94;94130;2;0050;NOGENT-SUR-MARNE;03/01/2020;Vente;1;63;6;1;2;;D;50;RUE;Appartement;331000;ANQUETIL;2020
603;52;94;94130;3;0050;NOGENT-SUR-MARNE;03/01/2020;Vente;1;63;6;1;0;;D;0;RUE;Dépendance;331000;ANQUETIL;2020
65;52;94;94130;2;6170;NOGENT-SUR-MARNE;10/01/2020;Vente;1;112;3;2;3;;U;87;AV;Appartement;646000;DES MERISIERS;2020
175;52;94;94130;3;6170;NOGENT-SUR-MARNE;10/01/2020;Vente;1;112;3;1;0;;U;0;AV;Dépendance;646000;DES MERISIERS;2020
1641;52;94;94130;3;1430;NOGENT-SUR-MARNE;13/01/2020;Vente;1;106;24;1;0;;Y;0;AV;Dépendance;489400;CHARLES V;2020
1265;52;94;94130;2;1430;NOGENT-SUR-MARNE;13/01/2020;Vente;1;106;24;2;3;;Y;74;AV;Appartement;489400;CHARLES V;2020
411;52;94;94130;3;8560;NOGENT-SUR-MARNE;16/01/2020;Vente;1;107;1;1;0;;Q;0;BD;Dépendance;875000;DE STRASBOURG;2020
1;52;94;94130;2;6160;NOGENT-SUR-MARNE;16/01/2020;Vente;1;34;4;1;5;;R;111;AV;Appartement;875000;DES MARRONNIERS;2020
;52;94;94130;1;4115;NOGENT-SUR-MARNE;23/01/2020;Vente;1;39;25;0;4;;P;72;BD;Maison;430000;GAMBETTA;2020
2;52;94;94130;3;7135;NOGENT-SUR-MARNE;06/01/2020;Vente;1;13;7;1;0;;L;0;RUE;Dépendance;462000;PAUL DOUMER;2020
13;52;94;94130;2;7135;NOGENT-SUR-MARNE;06/01/2020;Vente;1;13;7;1;2;;L;82;RUE;Appartement;462000;PAUL DOUMER;2020
52;52;94;94130;2;4780;NOGENT-SUR-MARNE;06/01/2020;Vente;1;361;6;4;3;;AE;67;RUE;Appartement;343000;JULES FERRY;2020
39;52;94;94130;3;4760;NOGENT-SUR-MARNE;09/01/2020;Vente;1;75;26;1;0;;T;0;AV;Dépendance;585000;DE JOINVILLE;2020
6;52;94;94130;2;4760;NOGENT-SUR-MARNE;09/01/2020;Vente;1;75;26;2;4;;T;106;AV;Appartement;585000;DE JOINVILLE;2020
6040;52;94;94130;2;5050;NOGENT-SUR-MARNE;15/01/2020;Vente;1;75;3;2;3;;AK;89;AV;Appartement;545643;KLEBER;2020
4078;52;94;94130;3;5050;NOGENT-SUR-MARNE;15/01/2020;Vente;1;75;3;1;0;;AK;0;AV;Dépendance;545643;KLEBER;2020
4077;52;94;94130;3;5050;NOGENT-SUR-MARNE;15/01/2020;Vente;1;75;3;1;0;;AK;0;AV;Dépendance;545643;KLEBER;2020
11;52;94;94130;2;4180;NOGENT-SUR-MARNE;06/01/2020;Vente;1;36;171;2;3;;F;80;;Appartement;425000;GR  RUE CHARLES DE GAULLE;2020
29;52;94;94130;3;8545;NOGENT-SUR-MARNE;03/01/2020;Vente;1;73;25;1;0;;T;0;AV;Dépendance;15000;DE LA SOURCE;2020
54;52;94;94130;2;6120;NOGENT-SUR-MARNE;13/01/2020;Vente;1;83;14;2;3;;D;64;AV;Appartement;315000;DU MARECHAL FAYOLLE;2020
28;52;94;94130;3;6120;NOGENT-SUR-MARNE;13/01/2020;Vente;1;83;14;1;0;;D;0;AV;Dépendance;315000;DU MARECHAL FAYOLLE;2020
65;52;94;94130;2;8545;NOGENT-SUR-MARNE;10/01/2020;Vente;1;80;2;2;3;;R;95;AV;Appartement;665000;DE LA SOURCE;2020
43;52;94;94130;3;0640;NOGENT-SUR-MARNE;10/01/2020;Vente;1;80;32;1;0;;R;0;AV;Dépendance;665000;DE LA BELLE GABRIELLE;2020
;52;94;94130;1;6156;NOGENT-SUR-MARNE;23/01/2020;Vente;1;29;42;0;7;;X;150;BD;Maison;900000;DE LA MARNE;2020
12;52;94;94130;2;9135;NOGENT-SUR-MARNE;16/01/2020;Vente;1;8;24;3;1;;H;17;RUE;Appartement;120000;THIERS;2020
15029;52;94;94130;2;1465;NOGENT-SUR-MARNE;15/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;2;;H;43;RUE;Appartement;340000;DES CLAMARTS;2020
15064;52;94;94130;3;1465;NOGENT-SUR-MARNE;15/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;0;;H;0;RUE;Dépendance;340000;DES CLAMARTS;2020
15040;52;94;94130;2;1465;NOGENT-SUR-MARNE;13/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;3;;H;93;RUE;Appartement;781000;DES CLAMARTS;2020
15089;52;94;94130;3;1465;NOGENT-SUR-MARNE;13/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;0;;H;0;RUE;Dépendance;781000;DES CLAMARTS;2020
15053;52;94;94130;3;1465;NOGENT-SUR-MARNE;13/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;0;;H;0;RUE;Dépendance;781000;DES CLAMARTS;2020
15090;52;94;94130;3;1465;NOGENT-SUR-MARNE;13/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;0;;H;0;RUE;Dépendance;781000;DES CLAMARTS;2020
8;52;94;94130;2;7125;NOGENT-SUR-MARNE;24/01/2020;Vente;1;140;6;1;1;;AG;24;RUE;Appartement;85000;PASTEUR;2020
5;52;94;94130;2;1430;NOGENT-SUR-MARNE;31/01/2020;Vente;1;42;49;1;4;;X;81;AV;Appartement;589700;CHARLES V;2020
10;52;94;94130;3;1430;NOGENT-SUR-MARNE;31/01/2020;Vente;1;42;49;1;0;;X;0;AV;Dépendance;589700;CHARLES V;2020
11;52;94;94130;3;1430;NOGENT-SUR-MARNE;31/01/2020;Vente;1;42;49;1;0;;X;0;AV;Dépendance;589700;CHARLES V;2020
17;52;94;94130;2;4430;NOGENT-SUR-MARNE;27/01/2020;Vente;1;347;8;2;4;;AE;73;RUE;Appartement;389000;DES HEROS NOGENTAIS;2020
103;52;94;94130;2;7125;NOGENT-SUR-MARNE;15/01/2020;Vente;1;144;6;2;2;;AG;47;RUE;Appartement;280000;PASTEUR;2020
310;52;94;94130;3;7125;NOGENT-SUR-MARNE;15/01/2020;Vente;1;144;6;1;0;;AG;0;RUE;Dépendance;280000;PASTEUR;2020
319;52;94;94130;2;4155;NOGENT-SUR-MARNE;15/01/2020;Vente;1;58;10;2;2;;R;53;AV;Appartement;325000;GEORGES CLEMENCEAU;2020
418;52;94;94130;3;4147;NOGENT-SUR-MARNE;15/01/2020;Vente;1;58;4;1;0;;R;0;PL;Dépendance;325000;GENERAL LECLERC;2020
5;52;94;94130;;7150;NOGENT-SUR-MARNE;15/01/2020;Vente en l'état futur d'achèvement;1;127;1;1;;;G;;RUE;;420500;DE PLAISANCE;2020
63;52;94;94130;;7150;NOGENT-SUR-MARNE;15/01/2020;Vente en l'état futur d'achèvement;1;127;1;1;;;G;;RUE;;420500;DE PLAISANCE;2020
177;52;94;94130;2;6160;NOGENT-SUR-MARNE;10/01/2020;Vente;1;59;21;1;1;;P;20;AV;Appartement;162000;DES MARRONNIERS;2020
32;52;94;94130;4;4105;NOGENT-SUR-MARNE;15/01/2020;Vente;1;13;6;1;0;;AB;40;RUE;Local industriel. commercial ou assimilé;263200;GABRIEL PERI;2020
39;52;94;94130;2;7130;NOGENT-SUR-MARNE;13/01/2020;Vente;1;52;3;1;2;;AE;47;RUE;Appartement;247000;PAUL BERT;2020
1402;52;94;94130;3;1430;NOGENT-SUR-MARNE;17/01/2020;Vente;1;106;26;1;0;;Y;0;AV;Dépendance;200000;CHARLES V;2020
1271;52;94;94130;2;1430;NOGENT-SUR-MARNE;17/01/2020;Vente;1;106;26;2;1;;Y;34;AV;Appartement;200000;CHARLES V;2020
36;52;94;94130;2;4115;NOGENT-SUR-MARNE;21/01/2020;Vente;1;152;38;2;2;;O;44;BD;Appartement;260000;GAMBETTA;2020
97;52;94;94130;3;4115;NOGENT-SUR-MARNE;21/01/2020;Vente;1;152;38;1;0;;O;0;BD;Dépendance;260000;GAMBETTA;2020
45;52;94;94130;3;2510;NOGENT-SUR-MARNE;16/01/2020;Vente;1;147;9;1;0;;AG;0;RUE;Dépendance;317000;DAGOBERT;2020
19;52;94;94130;2;2510;NOGENT-SUR-MARNE;16/01/2020;Vente;1;147;9;2;2;;AG;62;RUE;Appartement;317000;DAGOBERT;2020
15076;52;94;94130;3;1465;NOGENT-SUR-MARNE;17/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;0;;H;0;RUE;Dépendance;328000;DES CLAMARTS;2020
15006;52;94;94130;2;1465;NOGENT-SUR-MARNE;17/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;2;;H;45;RUE;Appartement;328000;DES CLAMARTS;2020
15033;52;94;94130;2;1465;NOGENT-SUR-MARNE;21/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;2;;H;43;RUE;Appartement;352000;DES CLAMARTS;2020
15065;52;94;94130;3;1465;NOGENT-SUR-MARNE;21/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;0;;H;0;RUE;Dépendance;352000;DES CLAMARTS;2020
15043;52;94;94130;3;1465;NOGENT-SUR-MARNE;21/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;0;;H;0;RUE;Dépendance;352000;DES CLAMARTS;2020
100;52;94;94130;2;8560;NOGENT-SUR-MARNE;21/01/2020;Vente;1;57;25;3;2;;Q;45;BD;Appartement;190000;DE STRASBOURG;2020
15066;52;94;94130;3;1465;NOGENT-SUR-MARNE;21/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;0;;H;0;RUE;Dépendance;342000;DES CLAMARTS;2020
15030;52;94;94130;2;1465;NOGENT-SUR-MARNE;21/01/2020;Vente en l'état futur d'achèvement;1;10;13;1;2;;H;41;RUE;Appartement;342000;DES CLAMARTS;2020
12;52;94;94130;2;0005;NOGENT-SUR-MARNE;20/01/2020;Vente;1;44;8;3;3;;AG;62;RUE;Appartement;450000;RUE ABBE GUILLEMINAULT;2020
39;52;94;94130;2;8545;NOGENT-SUR-MARNE;16/01/2020;Vente;1;47;32;2;1;;S;38;AV;Appartement;250000;DE LA SOURCE;2020
14;52;94;94130;2;4180;NOGENT-SUR-MARNE;31/01/2020;Vente;1;29;17;2;2;;AB;36;;Appartement;213000;GR  RUE CHARLES DE GAULLE;2020
